match_id,winner_home_or_away,winner_team_name,home_score,away_score,home_substitutions,away_substitutions,red_cards,matchweek,home_name,home_starters_0,home_starters_1,home_starters_2,home_starters_3,home_starters_4,home_starters_5,home_starters_6,home_starters_7,home_starters_8,home_starters_9,home_starters_10,home_subs_0,home_subs_1,home_subs_2,home_subs_3,home_subs_4,home_subs_5,home_subs_6,home_subs_7,home_subs_8,home_possession,home_shots_on_target,home_shots,home_touches,home_passes,home_tackles,home_clearances,home_corners,home_offsides,home_yellow_cards,home_fouls_conceded,away_name,away_starters_0,away_starters_1,away_starters_2,away_starters_3,away_starters_4,away_starters_5,away_starters_6,away_starters_7,away_starters_8,away_starters_9,away_starters_10,away_subs_0,away_subs_1,away_subs_2,away_subs_3,away_subs_4,away_subs_5,away_subs_6,away_subs_7,away_subs_8,away_possession,away_shots_on_target,away_shots,away_touches,away_passes,away_tackles,away_clearances,away_corners,away_offsides,away_yellow_cards,away_fouls_conceded
74941,home,Arsenal,2,1,3,5,0,4,Arsenal,Aaron Ramsdale,Kieran Tierney,Ben White,Gabriel Magalhães,William Saliba,Martin Ødegaard,Mohamed Elneny,Granit Xhaka,Bukayo Saka,Gabriel Jesus,Gabriel Martinelli,Matt Turner,Rob Holding,Cédric Soares,Takehiro Tomiyasu,Emile Smith Rowe,Fábio Vieira,Albert Sambi Lokonga,Eddie Nketiah,Marquinhos,72,8,22,793,595,15,5,9,1,2,6,Fulham,Bernd Leno,Kenny Tete,Tosin Adarabioyo,Tim Ream,Antonee Robinson,Harrison Reed,Neeskens Kebano,Bobby De Cordova-Reid,Andreas Pereira,João Palhinha,Aleksandar Mitrovic,Marek Rodák,Shane Duffy,Kevin Mbabu,Issa Diop,Tom Cairney,Nathaniel Chalobah,Tyrese Francois,Luke Harris,Jay Stansfield,28,3,11,425,223,24,30,2,0,3,12
74942,away,West Ham United,0,1,4,3,0,4,Aston Villa,Emiliano Martínez,Matty Cash,Ezri Konsa,Calum Chambers,Lucas Digne,Douglas Luiz,John McGinn,Philippe Coutinho,Boubacar Kamara,Danny Ings,Ollie Watkins,Robin Olsen,Ludwig Augustinsson,Ashley Young,Emiliano Buendía,Marvelous Nakamba,Jacob Ramsey,Tim Iroegbunam,Leon Bailey,Cameron Archer,57.8,3,9,771,582,17,13,3,2,2,10,West Ham United,Lukasz Fabianski,Aaron Cresswell,Kurt Zouma,Thilo Kehrer,Ben Johnson,Pablo Fornals,Tomás Soucek,Emerson,Declan Rice,Gianluca Scamacca,Jarrod Bowen,Alphonse Aréola,Vladimír Coufal,Angelo Ogbonna,Manuel Lanzini,Flynn Downes,Conor Coventry,Michail Antonio,Maxwel Cornet,Saïd Benrahma,42.2,2,7,606,419,13,29,2,1,0,10
74943,draw,draw,1,1,5,4,0,4,Brentford,David Raya,Aaron Hickey,Rico Henry,Zanka,Ben Mee,Christian Nørgaard,Mathias Jensen,Josh Dasilva,Yoane Wissa,Ivan Toney,Bryan Mbeumo,Thomas Strakosha,Mads Bech Sørensen,Mads Roerslev,Frank Onyeka,Mikkel Damsgaard,Shandon Baptiste,Vitaly Janelt,Saman Ghoddos,Keane Lewis-Potter,57.8,5,20,706,514,14,12,8,0,2,8,Everton,Jordan Pickford,James Tarkowski,Mason Holgate,Conor Coady,Nathan Patterson,Amadou Onana,Alex Iwobi,Vitaliy Mykolenko,Dwight McNeil,Anthony Gordon,Demarai Gray,Asmir Begovic,Michael Keane,Séamus Coleman,Rúben Vinagre,Allan,Tom Davies,Lewis Warrington,Stanley Mills,Salomón Rondón,42.2,7,14,588,385,22,37,5,2,2,8
74944,home,Brighton and Hove Albion,1,0,5,4,0,4,Brighton and Hove Albion,Robert Sánchez,Adam Webster,Lewis Dunk,Pervis Estupiñán,Joël Veltman,Solly March,Alexis Mac Allister,Leandro Trossard,Moisés Caicedo,Pascal Groß,Danny Welbeck,Jason Steele,Tariq Lamptey,Levi Colwill,Jan Paul van Hecke,Enock Mwepu,Steven Alzate,Kaoru Mitoma,Deniz Undav,Evan Ferguson,42.8,4,13,542,353,14,8,5,2,2,10,Leeds United,Illan Meslier,Robin Koch,Diego Llorente,Pascal Struijk,Rasmus Kristensen,Brenden Aaronson,Marc Roca,Jack Harrison,Tyler Adams,Dan James,Rodrigo,Kristoffer Klaesson,Leo Hjelde,Cody Drameh,Adam Forshaw,Crysencio Summerville,Mateusz Klich,Luis Sinisterra,Joe Gelhardt,Sam Greenwood,57.2,2,10,659,475,22,16,3,1,3,14
74945,home,Chelsea,2,1,4,3,1,4,Chelsea,Édouard Mendy,Trevoh Chalobah,Thiago Silva,Reece James,Marc Cucurella,Jorginho,Ruben Loftus-Cheek,Mason Mount,Conor Gallagher,Raheem Sterling,Kai Havertz,Kepa Arrizabalaga,Ben Chilwell,César Azpilicueta,Ethan Ampadu,Mateo Kovacic,Christian Pulisic,Hakim Ziyech,Armando Broja,Callum Hudson-Odoi,45,4,7,624,446,18,25,3,3,1,10,Leicester City,Danny Ward,James Justin,Jonny Evans,Daniel Amartey,Timothy Castagne,Harvey Barnes,Youri Tielemans,Kiernan Dewsbury-Hall,Dennis Praet,Boubakary Soumaré,Jamie Vardy,Daniel Iversen,Çaglar Söyüncü,Luke Thomas,Marc Albrighton,Nampalys Mendy,Wilfred Ndidi,Kelechi Iheanacho,Ayoze Pérez,Patson Daka,55,5,17,710,524,17,14,11,1,2,7
74946,home,Liverpool,9,0,5,5,0,4,Liverpool,Alisson,Joe Gomez,Virgil van Dijk,Andrew Robertson,Trent Alexander-Arnold,Fabinho,Jordan Henderson,Harvey Elliott,Roberto Firmino,Mohamed Salah,Luis Díaz,Adrián,Harvey Davies,Konstantinos Tsimikas,Stefan Bajcetic,Nathaniel Phillips,Sepp van den Berg,James Milner,Fábio Carvalho,Bobby Clark,69.4,12,19,849,681,12,3,8,3,0,6,Bournemouth,Mark Travers,Chris Mepham,Adam Smith,Marcos Senesi,Jordan Zemura,Lewis Cook,Jefferson Lerma,Ryan Christie,Marcus Tavernier,Jaidon Anthony,Kieffer Moore,Neto,Jack Stacey,James Hill,Owen Bevan,Emiliano Marcondes,Ben Pearson,Philip Billing,Dominic Solanke,Christian Saydee,30.6,2,5,455,303,20,17,1,0,1,5
74947,home,Manchester City,4,2,4,4,0,4,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,João Cancelo,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Phil Foden,Erling Haaland,Stefan Ortega,Rico Lewis,Josh Wilson-Esbrand,Ilkay Gündogan,Sergio Gómez,Cole Palmer,Claudio Gomes,Ben Knight,Julián Álvarez,74.3,5,18,916,770,12,3,6,2,1,14,Crystal Palace,Vicente Guaita,Joel Ward,Tyrick Mitchell,Marc Guéhi,Joachim Andersen,Nathaniel Clyne,Jordan Ayew,Eberechi Eze,Jeffrey Schlupp,Cheick Oumar Doucouré,Odsonne Édouard,Sam Johnstone,Joe Whitworth,Chris Richards,Luka Milivojevic,Michael Olise,Will Hughes,Malcolm Ebiowei,Kaden Rodney,Jean-Philippe Mateta,25.7,2,2,411,265,9,27,1,1,2,8
74948,away,Tottenham Hotspur,0,2,5,4,0,4,Nottingham Forest,Dean Henderson,Steve Cook,Joe Worrall,Scott McKenna,Neco Williams,Lewis O'Brien,Harry Toffolo,Ryan Yates,Morgan Gibbs-White,Jesse Lingard,Brennan Johnson,Wayne Hennessey,Giulian Biancone,Jack Colback,Cheikhou Kouyaté,Remo Freuler,Taiwo Awoniyi,Sam Surridge,Emmanuel Dennis,,55.3,1,17,754,568,21,7,6,1,6,11,Tottenham Hotspur,Hugo Lloris,Davinson Sánchez,Eric Dier,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ivan Perisic,Rodrigo Bentancur,Son Heung-Min,Harry Kane,Dejan Kulusevski,Fraser Forster,Matt Doherty,Djed Spence,Japhet Tanganga,Clément Lenglet,Ryan Sessegnon,Pape Sarr,Yves Bissouma,Richarlison,44.7,7,18,653,462,13,25,1,3,1,13
74949,away,Manchester United,0,1,4,3,0,4,Southampton,Gavin Bazunu,Kyle Walker-Peters,Moussa Djenepo,Mohammed Salisu,Armel Bella-Kotchap,Joe Aribo,James Ward-Prowse,Adam Armstrong,Mohamed Elyounoussi,Roméo Lavia,Che Adams,Alex McCarthy,Lyanco,Romain Perraud,Jan Bednarek,Yan Valery,Oriol Romeu,Stuart Armstrong,Ibrahima Diallo,Sékou Mara,48.3,5,17,571,364,17,10,5,1,0,4,Manchester United,David de Gea,Lisandro Martínez,Tyrell Malacia,Raphaël Varane,Diogo Dalot,Bruno Fernandes,Christian Eriksen,Jadon Sancho,Anthony Elanga,Scott McTominay,Marcus Rashford,Tom Heaton,Harry Maguire,Luke Shaw,Aaron Wan-Bissaka,Fred,Casemiro,Donny van de Beek,Alejandro Garnacho,Cristiano Ronaldo,51.7,6,11,594,404,14,36,3,1,3,14
74950,draw,draw,1,1,3,5,0,4,Wolverhampton Wanderers,José Sá,Nathan Collins,Jonny,Nélson Semedo,Maximilian Kilman,Rúben Neves,Matheus Nunes,João Moutinho,Pedro Neto,Raúl Jiménez,Gonçalo Guedes,Matija Sarkic,Rayan Aït-Nouri,Yerson Mosquera,Toti,Daniel Podence,Leander Dendoncker,Chem Campbell,Hwang Hee-Chan,Adama Traoré,36.1,4,10,469,265,22,36,4,3,2,10,Newcastle United,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Dan Burn,Joelinton,Joe Willock,Sean Longstaff,Allan Saint-Maximin,Chris Wood,Miguel Almirón,Karl Darlow,Paul Dummett,Jamaal Lascelles,Matt Targett,Javier Manquillo,Matt Ritchie,Ryan Fraser,Jacob Murphy,Elliot Anderson,63.9,6,21,662,458,15,13,13,1,1,11
74951,home,Arsenal,2,1,5,3,0,5,Arsenal,Aaron Ramsdale,Kieran Tierney,Ben White,Gabriel Magalhães,William Saliba,Martin Ødegaard,Albert Sambi Lokonga,Granit Xhaka,Bukayo Saka,Gabriel Jesus,Gabriel Martinelli,Matt Turner,Rob Holding,Cédric Soares,Takehiro Tomiyasu,Emile Smith Rowe,Fábio Vieira,Matt Smith,Eddie Nketiah,Marquinhos,58.9,9,22,699,504,10,10,10,1,2,10,Aston Villa,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Lucas Digne,John McGinn,Jacob Ramsey,Boubacar Kamara,Emiliano Buendía,Ollie Watkins,Leon Bailey,Robin Olsen,Calum Chambers,Ludwig Augustinsson,Ashley Young,Douglas Luiz,Philippe Coutinho,Tim Iroegbunam,Danny Ings,Cameron Archer,41.1,3,4,524,352,16,24,3,1,3,14
74952,draw,draw,0,0,3,3,0,5,Bournemouth,Neto,Lloyd Kelly,Chris Mepham,Adam Smith,Jordan Zemura,Lewis Cook,Jefferson Lerma,Ryan Christie,Marcus Tavernier,Dominic Solanke,Philip Billing,Mark Travers,Ryan Fredericks,Jack Stacey,James Hill,Marcos Senesi,Emiliano Marcondes,Jamal Lowe,Kieffer Moore,Jaidon Anthony,34.1,2,5,519,320,24,27,2,0,2,12,Wolverhampton Wanderers,José Sá,Nathan Collins,Jonny,Nélson Semedo,Maximilian Kilman,Rúben Neves,Matheus Nunes,João Moutinho,Pedro Neto,Raúl Jiménez,Gonçalo Guedes,Matija Sarkic,Rayan Aït-Nouri,Toti,Daniel Podence,Connor Ronan,Leander Dendoncker,Chem Campbell,Hwang Hee-Chan,Adama Traoré,65.9,4,17,795,603,26,13,5,3,1,12
74953,draw,draw,1,1,4,5,0,5,Crystal Palace,Vicente Guaita,Joel Ward,Marc Guéhi,Joachim Andersen,Nathaniel Clyne,Michael Olise,Eberechi Eze,Wilfried Zaha,Jeffrey Schlupp,Cheick Oumar Doucouré,Jean-Philippe Mateta,Sam Johnstone,Tyrick Mitchell,Chris Richards,Luka Milivojevic,Malcolm Ebiowei,Killian Phillips,Kaden Rodney,Jordan Ayew,Odsonne Édouard,48.9,4,13,667,472,21,26,4,1,1,11,Brentford,David Raya,Aaron Hickey,Rico Henry,Zanka,Ben Mee,Mathias Jensen,Shandon Baptiste,Vitaly Janelt,Ivan Toney,Bryan Mbeumo,Keane Lewis-Potter,Thomas Strakosha,Mads Bech Sørensen,Mads Roerslev,Finley Stevens,Josh Dasilva,Yoane Wissa,Frank Onyeka,Mikkel Damsgaard,Saman Ghoddos,51.1,3,9,664,482,14,5,6,0,2,8
74954,home,Fulham,2,1,2,4,0,5,Fulham,Bernd Leno,Kenny Tete,Tosin Adarabioyo,Tim Ream,Antonee Robinson,Harrison Reed,Neeskens Kebano,Bobby De Cordova-Reid,Andreas Pereira,João Palhinha,Aleksandar Mitrovic,Marek Rodák,Kevin Mbabu,Issa Diop,Tom Cairney,Nathaniel Chalobah,Tyrese Francois,Luke Harris,Terry Ablade,Jay Stansfield,39.1,3,10,545,344,26,22,3,0,2,9,Brighton and Hove Albion,Robert Sánchez,Adam Webster,Lewis Dunk,Joël Veltman,Solly March,Enock Mwepu,Alexis Mac Allister,Moisés Caicedo,Pervis Estupiñán,Leandro Trossard,Pascal Groß,Jason Steele,Tariq Lamptey,Levi Colwill,Jan Paul van Hecke,Steven Alzate,Kaoru Mitoma,Danny Welbeck,Julio Enciso,Deniz Undav,60.9,4,7,736,533,23,11,3,2,1,11
74955,draw,draw,1,1,4,0,0,5,Leeds United,Illan Meslier,Robin Koch,Diego Llorente,Pascal Struijk,Rasmus Kristensen,Brenden Aaronson,Marc Roca,Jack Harrison,Tyler Adams,Luis Sinisterra,Rodrigo,Kristoffer Klaesson,Cody Drameh,Adam Forshaw,Crysencio Summerville,Dan James,Mateusz Klich,Patrick Bamford,Joe Gelhardt,Sam Greenwood,69.1,5,14,898,644,25,12,10,2,3,10,Everton,Jordan Pickford,James Tarkowski,Nathan Patterson,Vitaliy Mykolenko,Conor Coady,Amadou Onana,Alex Iwobi,Tom Davies,Dwight McNeil,Anthony Gordon,Demarai Gray,Asmir Begovic,Michael Keane,Séamus Coleman,Rúben Vinagre,Reece Welch,Allan,André Gomes,Stanley Mills,Salomón Rondón,30.9,2,7,527,292,28,35,2,2,3,9
74956,away,Manchester United,0,1,2,3,0,5,Leicester City,Danny Ward,James Justin,Jonny Evans,Wilfred Ndidi,Luke Thomas,Harvey Barnes,Youri Tielemans,James Maddison,Kiernan Dewsbury-Hall,Boubakary Soumaré,Jamie Vardy,Daniel Iversen,Çaglar Söyüncü,Timothy Castagne,Marc Albrighton,Dennis Praet,Lewis Brunt,Kelechi Iheanacho,Ayoze Pérez,Patson Daka,53.9,2,10,781,595,21,16,1,0,1,7,Manchester United,David de Gea,Lisandro Martínez,Tyrell Malacia,Raphaël Varane,Diogo Dalot,Bruno Fernandes,Christian Eriksen,Jadon Sancho,Anthony Elanga,Scott McTominay,Marcus Rashford,Tom Heaton,Matej Kovár,Victor Lindelöf,Harry Maguire,Fred,Casemiro,Donny van de Beek,Alejandro Garnacho,Cristiano Ronaldo,46.1,2,9,682,513,15,10,3,2,3,15
74957,draw,draw,1,1,3,1,0,5,West Ham United,Lukasz Fabianski,Aaron Cresswell,Kurt Zouma,Vladimír Coufal,Thilo Kehrer,Pablo Fornals,Jarrod Bowen,Saïd Benrahma,Tomás Soucek,Declan Rice,Michail Antonio,Alphonse Aréola,Darren Randolph,Angelo Ogbonna,Emerson,Manuel Lanzini,Lucas Paquetá,Flynn Downes,Conor Coventry,Maxwel Cornet,38.3,4,14,534,369,13,22,3,1,2,10,Tottenham Hotspur,Hugo Lloris,Davinson Sánchez,Eric Dier,Ben Davies,Pierre-Emile Højbjerg,Emerson Royal,Ivan Perisic,Yves Bissouma,Son Heung-Min,Harry Kane,Dejan Kulusevski,Fraser Forster,Matt Doherty,Djed Spence,Japhet Tanganga,Clément Lenglet,Oliver Skipp,Ryan Sessegnon,Pape Sarr,Richarlison,61.7,3,12,779,621,7,17,4,0,5,10
74958,home,Liverpool,2,1,3,3,0,5,Liverpool,Alisson,Joe Gomez,Virgil van Dijk,Andrew Robertson,Trent Alexander-Arnold,Fabinho,Jordan Henderson,Harvey Elliott,Roberto Firmino,Mohamed Salah,Luis Díaz,Adrián,Harvey Davies,Konstantinos Tsimikas,Joël Matip,Stefan Bajcetic,Nathaniel Phillips,James Milner,Curtis Jones,Fábio Carvalho,71.8,6,23,823,625,7,4,13,2,0,9,Newcastle United,Nick Pope,Kieran Trippier,Jamaal Lascelles,Matt Targett,Dan Burn,Joelinton,Joe Willock,Sean Longstaff,Alexander Isak,Ryan Fraser,Miguel Almirón,Karl Darlow,Sven Botman,Fabian Schär,Jamal Lewis,Javier Manquillo,Matt Ritchie,Jacob Murphy,Elliot Anderson,Chris Wood,28.2,2,5,447,256,23,42,0,2,2,10
74959,home,Manchester City,6,0,5,5,0,5,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,João Cancelo,Ilkay Gündogan,Rodri,Julián Álvarez,Bernardo Silva,Phil Foden,Erling Haaland,Stefan Ortega,Rico Lewis,Josh Wilson-Esbrand,Kevin De Bruyne,Sergio Gómez,Cole Palmer,Claudio Gomes,Ben Knight,Riyad Mahrez,74.9,9,17,924,785,13,6,10,2,0,9,Nottingham Forest,Dean Henderson,Joe Worrall,Neco Williams,Cheikhou Kouyaté,Scott McKenna,Renan Lodi,Lewis O'Brien,Ryan Yates,Remo Freuler,Morgan Gibbs-White,Brennan Johnson,Wayne Hennessey,Giulian Biancone,Steve Cook,Harry Toffolo,Jack Colback,Jesse Lingard,Taiwo Awoniyi,Sam Surridge,Emmanuel Dennis,25.1,1,8,407,261,14,24,1,2,1,7
74960,home,Southampton,2,1,3,4,0,5,Southampton,Gavin Bazunu,Kyle Walker-Peters,Romain Perraud,Mohammed Salisu,Armel Bella-Kotchap,James Ward-Prowse,Adam Armstrong,Mohamed Elyounoussi,Ibrahima Diallo,Roméo Lavia,Che Adams,Alex McCarthy,Lyanco,Jan Bednarek,Yan Valery,Joe Aribo,Stuart Armstrong,Moussa Djenepo,Sékou Mara,Theo Walcott,32.2,7,9,478,259,19,29,5,0,2,15,Chelsea,Édouard Mendy,Thiago Silva,Kalidou Koulibaly,César Azpilicueta,Marc Cucurella,Jorginho,Ruben Loftus-Cheek,Mason Mount,Hakim Ziyech,Raheem Sterling,Kai Havertz,Kepa Arrizabalaga,Ben Chilwell,Ethan Ampadu,Mateo Kovacic,Christian Pulisic,Carney Chukwuemeka,Billy Gilmour,Harvey Vale,Armando Broja,67.8,4,10,805,561,26,26,3,3,1,10
74961,draw,draw,1,1,3,2,0,6,Aston Villa,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Lucas Digne,Douglas Luiz,John McGinn,Leon Bailey,Jacob Ramsey,Boubacar Kamara,Ollie Watkins,Robin Olsen,Calum Chambers,Ludwig Augustinsson,Ashley Young,Jan Bednarek,Emiliano Buendía,Philippe Coutinho,Danny Ings,Cameron Archer,27.7,1,3,420,287,15,15,1,5,2,7,Manchester City,Ederson,Kyle Walker,Rúben Dias,John Stones,João Cancelo,Ilkay Gündogan,Rodri,Kevin De Bruyne,Erling Haaland,Bernardo Silva,Phil Foden,Stefan Ortega,Nathan Aké,Rico Lewis,Josh Wilson-Esbrand,Jack Grealish,Sergio Gómez,Cole Palmer,Julián Álvarez,Riyad Mahrez,72.3,4,13,895,763,13,8,4,3,0,6
74962,home,Brentford,5,2,5,5,0,6,Brentford,David Raya,Aaron Hickey,Rico Henry,Ben Mee,Pontus Jansson,Mathias Jensen,Shandon Baptiste,Vitaly Janelt,Ivan Toney,Bryan Mbeumo,Keane Lewis-Potter,Thomas Strakosha,Zanka,Kristoffer Ajer,Mads Roerslev,Josh Dasilva,Yoane Wissa,Frank Onyeka,Mikkel Damsgaard,Saman Ghoddos,31.1,8,14,429,218,24,21,2,1,2,8,Leeds United,Illan Meslier,Robin Koch,Diego Llorente,Pascal Struijk,Cody Drameh,Brenden Aaronson,Marc Roca,Jack Harrison,Tyler Adams,Luis Sinisterra,Joe Gelhardt,Kristoffer Klaesson,Luke Ayling,Liam Cooper,Leo Hjelde,Adam Forshaw,Crysencio Summerville,Mateusz Klich,Patrick Bamford,Sam Greenwood,68.9,6,17,693,488,24,13,6,1,2,9
74963,home,Brighton and Hove Albion,5,2,4,4,0,6,Brighton and Hove Albion,Robert Sánchez,Adam Webster,Lewis Dunk,Joël Veltman,Solly March,Alexis Mac Allister,Leandro Trossard,Pascal Groß,Moisés Caicedo,Enock Mwepu,Danny Welbeck,Jason Steele,Tariq Lamptey,Levi Colwill,Jan Paul van Hecke,Pervis Estupiñán,Steven Alzate,Kaoru Mitoma,Billy Gilmour,Deniz Undav,53.5,11,23,670,493,17,5,10,2,1,6,Leicester City,Danny Ward,James Justin,Jonny Evans,Wilfred Ndidi,Luke Thomas,Harvey Barnes,Youri Tielemans,James Maddison,Boubakary Soumaré,Kelechi Iheanacho,Patson Daka,Daniel Iversen,Daniel Amartey,Timothy Castagne,Marc Albrighton,Kiernan Dewsbury-Hall,Nampalys Mendy,Dennis Praet,Jamie Vardy,Ayoze Pérez,46.5,4,6,608,436,13,27,1,3,1,8
74964,home,Chelsea,2,1,5,3,0,6,Chelsea,Édouard Mendy,Thiago Silva,Kalidou Koulibaly,Wesley Fofana,Mateo Kovacic,Ruben Loftus-Cheek,Conor Gallagher,Reece James,Marc Cucurella,Christian Pulisic,Raheem Sterling,Kepa Arrizabalaga,Trevoh Chalobah,Ben Chilwell,César Azpilicueta,Jorginho,Mason Mount,Hakim Ziyech,Kai Havertz,Armando Broja,68.1,3,8,826,661,16,12,10,1,4,6,West Ham United,Lukasz Fabianski,Kurt Zouma,Thilo Kehrer,Emerson,Vladimír Coufal,Pablo Fornals,Tomás Soucek,Declan Rice,Michail Antonio,Lucas Paquetá,Jarrod Bowen,Alphonse Aréola,Darren Randolph,Angelo Ogbonna,Manuel Lanzini,Flynn Downes,Conor Coventry,Maxwel Cornet,Saïd Benrahma,,31.9,3,6,485,308,14,28,3,1,2,11
74965,draw,draw,0,0,2,5,0,6,Everton,Jordan Pickford,James Tarkowski,Nathan Patterson,Vitaliy Mykolenko,Conor Coady,Amadou Onana,Alex Iwobi,Tom Davies,Anthony Gordon,Demarai Gray,Neal Maupay,Asmir Begovic,Michael Keane,Séamus Coleman,Rúben Vinagre,Allan,Dwight McNeil,Idrissa Gueye,Stanley Mills,Salomón Rondón,39.1,3,14,497,302,19,32,7,3,2,7,Liverpool,Alisson,Joe Gomez,Virgil van Dijk,Konstantinos Tsimikas,Trent Alexander-Arnold,Fabinho,Harvey Elliott,Fábio Carvalho,Mohamed Salah,Luis Díaz,Darwin Núñez,Adrián,Andrew Robertson,Joël Matip,Stefan Bajcetic,Nathaniel Phillips,James Milner,Arthur,Roberto Firmino,Diogo Jota,60.9,8,23,682,469,15,16,9,2,2,11
74966,home,Manchester United,3,1,4,4,0,6,Manchester United,David de Gea,Lisandro Martínez,Tyrell Malacia,Raphaël Varane,Diogo Dalot,Bruno Fernandes,Christian Eriksen,Antony,Jadon Sancho,Scott McTominay,Marcus Rashford,Tom Heaton,Martin Dúbravka,Victor Lindelöf,Harry Maguire,Luke Shaw,Fred,Casemiro,Cristiano Ronaldo,Anthony Elanga,39.5,6,10,472,310,17,24,2,4,3,13,Arsenal,Aaron Ramsdale,Ben White,Gabriel Magalhães,William Saliba,Oleksandr Zinchenko,Martin Ødegaard,Albert Sambi Lokonga,Granit Xhaka,Bukayo Saka,Gabriel Jesus,Gabriel Martinelli,Matt Turner,Kieran Tierney,Rob Holding,Cédric Soares,Takehiro Tomiyasu,Emile Smith Rowe,Fábio Vieira,Eddie Nketiah,Marquinhos,60.5,3,16,630,465,14,6,5,0,3,9
74967,draw,draw,0,0,4,3,0,6,Newcastle United,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Matt Targett,Joelinton,Joe Willock,Sean Longstaff,Alexander Isak,Ryan Fraser,Miguel Almirón,Karl Darlow,Jamaal Lascelles,Jamal Lewis,Javier Manquillo,Dan Burn,Matt Ritchie,Jacob Murphy,Elliot Anderson,Chris Wood,51.7,6,23,599,359,18,18,13,2,2,19,Crystal Palace,Vicente Guaita,Joel Ward,Tyrick Mitchell,Marc Guéhi,Joachim Andersen,Eberechi Eze,Jeffrey Schlupp,Cheick Oumar Doucouré,Jordan Ayew,Wilfried Zaha,Jean-Philippe Mateta,Sam Johnstone,Nathaniel Clyne,Chris Richards,Luka Milivojevic,Michael Olise,Will Hughes,Malcolm Ebiowei,Jairo Riedewald,Odsonne Édouard,48.3,9,19,604,362,23,35,5,1,2,12
74968,away,Bournemouth,2,3,3,4,0,6,Nottingham Forest,Dean Henderson,Steve Cook,Joe Worrall,Scott McKenna,Neco Williams,Cheikhou Kouyaté,Ryan Yates,Renan Lodi,Morgan Gibbs-White,Jesse Lingard,Brennan Johnson,Wayne Hennessey,Giulian Biancone,Harry Toffolo,Willy Boly,Jack Colback,Lewis O'Brien,Remo Freuler,Taiwo Awoniyi,Emmanuel Dennis,52.7,3,11,665,486,13,17,4,1,2,13,Bournemouth,Neto,Lloyd Kelly,Chris Mepham,Adam Smith,Jordan Zemura,Lewis Cook,Jefferson Lerma,Ryan Christie,Marcus Tavernier,Philip Billing,Dominic Solanke,Mark Travers,Ryan Fredericks,Jack Stephens,Jack Stacey,Marcos Senesi,Emiliano Marcondes,Siriki Dembélé,Kieffer Moore,Jaidon Anthony,47.3,3,8,626,442,12,29,6,1,1,10
74969,home,Tottenham Hotspur,2,1,2,5,0,6,Tottenham Hotspur,Hugo Lloris,Eric Dier,Cristian Romero,Clément Lenglet,Pierre-Emile Højbjerg,Emerson Royal,Ryan Sessegnon,Rodrigo Bentancur,Son Heung-Min,Richarlison,Harry Kane,Fraser Forster,Matt Doherty,Davinson Sánchez,Japhet Tanganga,Ben Davies,Oliver Skipp,Ivan Perisic,Dejan Kulusevski,Yves Bissouma,51.9,10,23,659,475,19,17,10,3,3,9,Fulham,Bernd Leno,Kenny Tete,Tosin Adarabioyo,Tim Ream,Antonee Robinson,Harrison Reed,Neeskens Kebano,Bobby De Cordova-Reid,Andreas Pereira,João Palhinha,Aleksandar Mitrovic,Marek Rodák,Shane Duffy,Kevin Mbabu,Issa Diop,Tom Cairney,Nathaniel Chalobah,Dan James,Willian,Carlos Vinícius,48.1,3,9,629,433,18,19,3,0,4,6
74970,home,Wolverhampton Wanderers,1,0,3,5,0,6,Wolverhampton Wanderers,José Sá,Rayan Aït-Nouri,Nathan Collins,Jonny,Maximilian Kilman,Rúben Neves,Matheus Nunes,João Moutinho,Pedro Neto,Daniel Podence,Sasa Kalajdzic,Matija Sarkic,Nélson Semedo,Toti,Hugo Bueno,Connor Ronan,Chem Campbell,Hwang Hee-Chan,Gonçalo Guedes,Adama Traoré,50.8,2,7,630,432,14,26,5,1,4,10,Southampton,Gavin Bazunu,Kyle Walker-Peters,Romain Perraud,Mohammed Salisu,Armel Bella-Kotchap,Joe Aribo,James Ward-Prowse,Adam Armstrong,Mohamed Elyounoussi,Ibrahima Diallo,Che Adams,Alex McCarthy,Lyanco,Juan Larios,Ainsley Maitland-Niles,Stuart Armstrong,Moussa Djenepo,Sékou Mara,Samuel Edozie,Theo Walcott,49.2,1,12,593,406,20,18,6,0,2,14
